"account_type","account_class","account_group","account","account_number"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Univsty City Inclusionary Housing Fee","416152"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Uptown Inclusionary Housing Fee","416153"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Valet Permits, New","416094"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Valet Pkg Permit Renewals","416160"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Via de La Valle Inclusionary Housing Fee","416191"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Waste Mgmt - Dept Svcs","416173"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Wireless Communication Facilities Fee","416226"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Zoning Use Cert. Program","422012"
"Licenses and Permits","Parking Meters","Parking Meters","Parking Meter Collections","416092"
"Licenses and Permits","Refuse Collector Business Tax","Refuse Collector Business Tax","Refuse Collector Bus Tax","416043"
"Licenses and Permits","Rental Unit Tax","Rental Unit Tax","Rental Tax Base Fee","416009"
"Licenses and Permits","Rental Unit Tax","Rental Unit Tax","Rental Tax Clearing","416008"
"Licenses and Permits","Rental Unit Tax","Rental Unit Tax","Rental Tax Penalties","416010"
"Licenses and Permits","Rental Unit Tax","Rental Unit Tax","Rental Tax Processing Fees","416012"
"Licenses and Permits","Rental Unit Tax","Rental Unit Tax","Rental Tax Unit Fees","416011"
"Other Local Taxes","CATV","CATV","CATV Franchise Tax","415002"
"Other Local Taxes","Other Franchise","Other Franchise","Facility Franchise Fees","415004"
"Other Local Taxes","Other Franchise","Other Franchise","Franchise Bid Payments","415019"
"Other Local Taxes","Other Franchise","Other Franchise","Franchise Fee-General Fund","415006"
"Other Local Taxes","Other Franchise","Other Franchise","Franchise Fee Quarterly Report/YE Close Adjustment","415016"
"Other Local Taxes","Other Franchise","Other Franchise","Other Franchise","415005"
"Other Local Taxes","Other Franchise","Other Franchise","Temp Controlled Water","415014"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax - Section 2032","415018"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax - Section 2103","415015"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax-Section 2105","415010"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax - Section 2106","415011"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax - Section 2107","415013"
"Other Local Taxes","Other Local Tax","Other Local Tax","Gas Tax - Section 2107.5","415012"
"Other Local Taxes","Property Transfer Tax","Property Transfer Tax","Property Transfer Tax","415007"
"Other Local Taxes","Property Transfer Tax","Property Transfer Tax","Prop Transfer Tax Quarterly Report/YE Close Adjust","415017"
"Other Local Taxes","Refuse Collection Franchise","Refuse Collection Franchise","Refuse Collection Franchise","415003"
"Other Local Taxes","SDG&E","SDG&E","Franchise Tax - SDG&E","415001"
"Other Revenue","Other Revenue","Other Revenue","401(K) Loan Repaymts","423052"
"Other Revenue","Other Revenue","Other Revenue","401(K) Rollovers","423053"
"Other Revenue","Other Revenue","Other Revenue","Ambulance Fuel - Reimbursement","423025"
"Other Revenue","Other Revenue","Other Revenue","Amris Allocation","423118"
"Other Revenue","Other Revenue","Other Revenue","Bank of Amerca Settlement","423127"
"Other Revenue","Other Revenue","Other Revenue","Bonds Issued","423038"
"Other Revenue","Other Revenue","Other Revenue","Bridge/Fence/Etc Damage","422216"
"Other Revenue","Other Revenue","Other Revenue","Capital Dental Plan","423049"
"Other Revenue","Other Revenue","Other Revenue","Cashier Overages","423124"
"Other Revenue","Other Revenue","Other Revenue","CCDC 1% Lien","423115"
"Other Revenue","Other Revenue","Other Revenue","Childrens Book Fair","421033"
"Other Revenue","Other Revenue","Other Revenue","City Contr-Comp Time Prem","423134"
"Other Revenue","Other Revenue","Other Revenue","City Contr-Comp Time Reg","423133"
"Other Revenue","Other Revenue","Other Revenue","City Contrib-Medicare","423079"
"Other Revenue","Other Revenue","Other Revenue","City Contributions","423044"
"Other Revenue","Other Revenue","Other Revenue","City Contributions-Cash","423123"
"Other Revenue","Other Revenue","Other Revenue","City Stores Revenue","423020"
"Other Revenue","Other Revenue","Other Revenue","Civic Enhancement Fund","423135"
"Other Revenue","Other Revenue","Other Revenue","Cobra Contributions","423050"
"Other Revenue","Other Revenue","Other Revenue","Commercial Paper Issued","423140"
"Other Revenue","Other Revenue","Other Revenue","Commission Refunds","423009"
"Other Revenue","Other Revenue","Other Revenue","Condo Conversion Program (SDG&E)","421007"
"Other Revenue","Other Revenue","Other Revenue","Contracts/Notes Issued","423034"
"Other Revenue","Other Revenue","Other Revenue","Contribution-In-Aid","423031"
"Other Revenue","Other Revenue","Other Revenue","Contributions - Flexible Benefits","423047"
"Other Revenue","Other Revenue","Other Revenue","Corporate Partnerships","423116"
"Other Revenue","Other Revenue","Other Revenue","Corporate Sponsors","421011"
"Other Revenue","Other Revenue","Other Revenue","Court Ordered Restitution","423024"
"Other Revenue","Other Revenue","Other Revenue","Delivery Of Mulch","423018"
"Other Revenue","Other Revenue","Other Revenue","Dental Plan 300","423048"
"Other Revenue","Other Revenue","Other Revenue","Developer Acquisition","423030"
"Other Revenue","Other Revenue","Other Revenue","Developer Contributions","421005"
"Other Revenue","Other Revenue","Other Revenue","Developer Loan Repayments","421006"
"Other Revenue","Other Revenue","Other Revenue","Donations and Contributions","421002"
"Other Revenue","Other Revenue","Other Revenue","Donations - Tree Planting","421032"
"Other Revenue","Other Revenue","Other Revenue","Employee Contrib-Medicare","423080"
"Other Revenue","Other Revenue","Other Revenue","Employee Contrib-Pre Tax","423051"
"Other Revenue","Other Revenue","Other Revenue","Employee Contributions","423046"
"Other Revenue","Other Revenue","Other Revenue","EPP - Employee FICA Contributions","423045"
"Other Revenue","Other Revenue","Other Revenue","Expenditure Refund of Prior Year","423001"
"Other Revenue","Other Revenue","Other Revenue","Facilities Benefit Assessments","421001"
"Other Revenue","Other Revenue","Other Revenue","FBP-Waiver Fees & Surpluss","423200"
"Other Revenue","Other Revenue","Other Revenue","Financed Purchases","423033"
"Other Revenue","Other Revenue","Other Revenue","Financial Systems","423120"
"Other Revenue","Other Revenue","Other Revenue","Fire Hydrant Knockovers","423107"
"Other Revenue","Other Revenue","Other Revenue","Fixed Asset Sale Proceeds","423029"
"Other Revenue","Other Revenue","Other Revenue","Fixed Asset Sale Revenue Clearing","423028"
"Other Revenue","Other Revenue","Other Revenue","Gain-Sale of Fixed Assets (Mod)","423090"
"Other Revenue","Other Revenue","Other Revenue","Govt Facilities Improvement (SDG&E)","421010"
"Other Revenue","Other Revenue","Other Revenue","Incendary Fire Cost Recovery","422213"
"Other Revenue","Other Revenue","Other Revenue","Individual Comp Insurance","423007"
"Other Revenue","Other Revenue","Other Revenue","Industrial Leave Recovered","423006"
"Other Revenue","Other Revenue","Other Revenue","Info Resource Center (SDG&E)","421009"
"Other Revenue","Other Revenue","Other Revenue","Insurance and Loss Payments","423032"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Admin & System-wide","421029"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Adult Literacy","421028"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Art & Music","421024"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Branch Specific","421030"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Children's Rooms","421017"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Computers","421019"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Cultural Programming","421027"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Electronic Resources","421016"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - History Section","421023"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Literature Section","421022"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Other","421031"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Performances","421018"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Schon Ctr","421034"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Science Section","421021"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Social Sciences Sect","421020"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Special Collections","421025"
"Other Revenue","Other Revenue","Other Revenue","Library Donations - Summer Reading Progr","421026"
"Other Revenue","Other Revenue","Other Revenue","Liquidated Damages","423084"
"Other Revenue","Other Revenue","Other Revenue","Loan Repayments Received","423043"
"Other Revenue","Other Revenue","Other Revenue","Loans Issued","423035"
"Other Revenue","Other Revenue","Other Revenue","LTD Recovery","423136"
"Other Revenue","Other Revenue","Other Revenue","Miramar Buyback Ctr","423117"
"Other Revenue","Other Revenue","Other Revenue","Misc-Being Researched","423111"
"Other Revenue","Other Revenue","Other Revenue","Misc. Recycling Income","422230"
"Other Revenue","Other Revenue","Other Revenue","Misc Revenues","422031"
"Other Revenue","Other Revenue","Other Revenue","Mitigation Credits","423201"
"Other Revenue","Other Revenue","Other Revenue","Modeling Services","423122"
"Other Revenue","Other Revenue","Other Revenue","OPIS Maintenance Reimbursement","422180"
"Other Revenue","Other Revenue","Other Revenue","Other Damages Recovered","423128"
"Other Revenue","Other Revenue","Other Revenue","Other Refunds","423010"
"Other Revenue","Other Revenue","Other Revenue","Padres Capital Advance","423126"
"Other Revenue","Other Revenue","Other Revenue","Parking Meter Damage","423110"
"Other Revenue","Other Revenue","Other Revenue","Park & Rec - Private Donations","421013"
"Other Revenue","Other Revenue","Other Revenue","Payroll Escrow Account","423004"
"Other Revenue","Other Revenue","Other Revenue","Payroll FIT Tax Witholding","423070"
"Other Revenue","Other Revenue","Other Revenue","Payroll SIT Tax Witholding","423072"
"Other Revenue","Other Revenue","Other Revenue","Pcard Rebate","423100"
"Other Revenue","Other Revenue","Other Revenue","Peer To Peer Program (SDG&E)","421008"
"Other Revenue","Other Revenue","Other Revenue","Pension Payroll FIT Tax Witholding","423071"
"Other Revenue","Other Revenue","Other Revenue","Pension Payroll SIT Tax Witholding","423073"
"Other Revenue","Other Revenue","Other Revenue","Principal-Emtek Loan","423112"
"Other Revenue","Other Revenue","Other Revenue","Private Contributions","421014"
"Other Revenue","Other Revenue","Other Revenue","Proceeds of Certificate of Obligation","423083"
"Other Revenue","Other Revenue","Other Revenue","Rebates","423130"
"Other Revenue","Other Revenue","Other Revenue","Reduction Issuance Cost","423086"
"Other Revenue","Other Revenue","Other Revenue","Refund SPSP Forfeitures Withdrawals","423003"
"Other Revenue","Other Revenue","Other Revenue","Refunds SPSP Forfeitures Terminations","423002"
"Other Revenue","Other Revenue","Other Revenue","Refuse Disposal Fees","422017"
"Other Revenue","Other Revenue","Other Revenue","Refuse Disposal Reimb/CIP","422177"
"Other Revenue","Other Revenue","Other Revenue","Reimb From Private Sources","423022"
"Other Revenue","Other Revenue","Other Revenue","Reimb Tierrasan Tennis Club","423121"
"Other Revenue","Other Revenue","Other Revenue","Reimbursable - Damages","423021"
"Other Revenue","Other Revenue","Other Revenue","Reimbursement from La Jolla Tennis Club","423129"
"Other Revenue","Other Revenue","Other Revenue","Reimbursement from Standley Tennis Club","423137"
"Other Revenue","Other Revenue","Other Revenue","Repair Damages Recovered","423106"
"Other Revenue","Other Revenue","Other Revenue","Retiree Contributions","423054"
"Other Revenue","Other Revenue","Other Revenue","Retiree Health Contributions-Other Funds","423055"
"Other Revenue","Other Revenue","Other Revenue","Rev Clear-Fixed Assets (Full)","423093"
"Other Revenue","Other Revenue","Other Revenue","Rev Clear-Fixed Assets (Mod)","423091"
"Other Revenue","Other Revenue","Other Revenue","Revenue Bonds Issued","423039"
"Other Revenue","Other Revenue","Other Revenue","Revenue from post capitalization (Mod)","423199"
"Other Revenue","Other Revenue","Other Revenue","Revenue Otherwise Unclassified","423026"
"Other Revenue","Other Revenue","Other Revenue","Risk Mgmt Touch Tone Reimb","422299"
"Other Revenue","Other Revenue","Other Revenue","Risk Recoveries-Workers' Comp","423081"
"Other Revenue","Other Revenue","Other Revenue","Sale Of Compost","423019"
"Other Revenue","Other Revenue","Other Revenue","Sale of Discarded Equipment","423013"
"Other Revenue","Other Revenue","Other Revenue","Sale of Discarded Materials","423012"
"Other Revenue","Other Revenue","Other Revenue","Sale Of Ground Wood","423017"
"Other Revenue","Other Revenue","Other Revenue","Sale of Inventory - Auction Proceeds","423014"
"Other Revenue","Other Revenue","Other Revenue","Sale of Publications","423011"
"Other Revenue","Other Revenue","Other Revenue","Sale of Real Estate","423016"
"Other Revenue","Other Revenue","Other Revenue","Sale of Recyclable Materials","423015"
"Other Revenue","Other Revenue","Other Revenue","Sales Tax Collected - Mt. Hope","413005"
"Other Revenue","Other Revenue","Other Revenue","SANDAG Loans Issued","423037"
"Other Revenue","Other Revenue","Other Revenue","Section 108 Loans Issued","423036"
"Other Revenue","Other Revenue","Other Revenue","Slvg/Srpls Sales Surcharge","423108"
"Other Revenue","Other Revenue","Other Revenue","Special Assessment/Special Tax Bonds Issued","423040"
"Other Revenue","Other Revenue","Other Revenue","Special Districts Admin Services","423056"
"Other Revenue","Other Revenue","Other Revenue","Stadium Novelty Sales-Chargers","423114"
"Other Revenue","Other Revenue","Other Revenue","State Comp Insurance Refunds","423005"
"Other Revenue","Other Revenue","Other Revenue","Street Light Damage","422214"
"Other Revenue","Other Revenue","Other Revenue","Subdeveloper Contribution","421004"
"Other Revenue","Other Revenue","Other Revenue","Sunday Svc Hour Donations","421012"
"Other Revenue","Other Revenue","Other Revenue","Tax Allocation Bonds Issued","423041"
"Other Revenue","Other Revenue","Other Revenue","Tobacco Bonds Issued","423042"
"Other Revenue","Other Revenue","Other Revenue","Traffic Signal Damage","422215"
"Other Revenue","Other Revenue","Other Revenue","TRANS Repayment Deposit","423138"
"Other Revenue","Other Revenue","Other Revenue","Treas Collections","423132"
"Other Revenue","Other Revenue","Other Revenue","Tree Damage Recovery","422217"
"Other Revenue","Other Revenue","Other Revenue","Tx W/H-DROP Payments","423077"
"Other Revenue","Other Revenue","Other Revenue","Tx W/H-FBP/MBP Cash Option","423078"
"Other Revenue","Other Revenue","Other Revenue","Tx W/H-Other Compensation","423074"
"Other Revenue","Other Revenue","Other Revenue","Tx W/H-Retiree Death Benefit","423075"
"Other Revenue","Other Revenue","Other Revenue","Tx W/H-Retiree Dist Ord Inc","423076"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Attorney Drop","423057"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Classified Unrepresented","423067"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Deputy City Attorney","423066"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Fire Unit","423059"
"Other Revenue","Other Revenue","Other Revenue","UAAL-L127 Maintenance/Labor","423060"
"Other Revenue","Other Revenue","Other Revenue","UAAL-L127 Skilled Trades","423063"
"Other Revenue","Other Revenue","Other Revenue","UAAL-MEA Adm/Field","423058"
"Other Revenue","Other Revenue","Other Revenue","UAAL-MEA Professional","423062"
"Other Revenue","Other Revenue","Other Revenue","UAAL-MEA Supervisory","423064"
"Other Revenue","Other Revenue","Other Revenue","UAAL-MEA Technical","423065"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Police Active","423069"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Police DROP","423061"
"Other Revenue","Other Revenue","Other Revenue","UAAL-Unclassified Unrepresented","423068"
"Other Revenue","Other Revenue","Other Revenue","Unbudgeted Auditor - Revenue","423119"
"Other Revenue","Other Revenue","Other Revenue","Unclaimed Monies","423027"
"Other Revenue","Other Revenue","Other Revenue","Vehicle/Accident Cost Recoveries","423023"
"Other Revenue","Other Revenue","Other Revenue","Vendor Refunds","423008"
"Other Revenue","Other Revenue","Other Revenue","Warranty Repair Reimbursements","422179"
"Property Tax Revenue","Property Taxes","Property Taxes","1% Prop Tax Allocation","411002"
"Property Tax Revenue","Property Taxes","Property Taxes","Aircraft - Escapes","411018"
"Property Tax Revenue","Property Taxes","Property Taxes","Coronado Subvention - Gas Tax","415009"
"Property Tax Revenue","Property Taxes","Property Taxes","Current Aircraft","411017"
"Property Tax Revenue","Property Taxes","Property Taxes","Current Secured - HOE","411020"
"Property Tax Revenue","Property Taxes","Property Taxes","Current Secured Qualified Electric","411045"
"Property Tax Revenue","Property Taxes","Property Taxes","Current Secured Unitary-Railroad","411046"
"Property Tax Revenue","Property Taxes","Property Taxes","Current Unsec - HOE","411021"
"Property Tax Revenue","Property Taxes","Property Taxes","Curr Secured Supplemental Roll","411029"
"Property Tax Revenue","Property Taxes","Property Taxes","Curr Secured Supplemental Roll-Escape","411031"
"Property Tax Revenue","Property Taxes","Property Taxes","Curr Unsecured Supplemental-Escape","411032"
"Property Tax Revenue","Property Taxes","Property Taxes","Curr Unsecured Supplemental Roll","411030"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinqent P&I - LMD's Not County","411012"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Aircraft","411019"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured","411009"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured - P & I","411011"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured State Unitary","411047"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured Supplemental - Escape","411035"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured Supplemental - P & I","411037"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Secured Supplemental Roll","411033"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Unsecured","411010"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Unsecured State Unitary","411039"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Unsecured Supplemental - Esca","411036"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Unsecured Supplemental Roll","411034"
"Property Tax Revenue","Property Taxes","Property Taxes","Delinquent Unsecured Unitary-Railroad","411048"
"Property Tax Revenue","Property Taxes","Property Taxes","Deliq Secured - HOE","411022"
"Property Tax Revenue","Property Taxes","Property Taxes","Deliq Unsec - HOE","411023"
"Property Tax Revenue","Property Taxes","Property Taxes","Discharged Delinquent Unsecured","411049"
"Property Tax Revenue","Property Taxes","Property Taxes","Escapes - 'Delinquent Secured","411016"
"Property Tax Revenue","Property Taxes","Property Taxes","Escapes - Delinquent Unsecured","411015"
"Property Tax Revenue","Property Taxes","Property Taxes","Escapes-Secured","411013"
"Property Tax Revenue","Property Taxes","Property Taxes","Escapes-Unsecured","411014"
"Property Tax Revenue","Property Taxes","Property Taxes","Fee Adjustments-Property Tax","411040"
"Property Tax Revenue","Property Taxes","Property Taxes","Highway Property Rental","411026"
"Property Tax Revenue","Property Taxes","Property Taxes","Motor Vehicle License Fees from County","411004"
"Property Tax Revenue","Property Taxes","Property Taxes","Other Property Tax","411025"
"Property Tax Revenue","Property Taxes","Property Taxes","Pay In Lieu Of Tax-PILOT","415008"
"Property Tax Revenue","Property Taxes","Property Taxes","Property Tax Clearing","411001"
"Property Tax Revenue","Property Taxes","Property Taxes","Property Tax-Interest Allocation","411028"
"Property Tax Revenue","Property Taxes","Property Taxes","Property Tax Quarterly Report/YE Close Adjustment","411044"
"Property Tax Revenue","Property Taxes","Property Taxes","Property Tax Transfers-RDA","411041"
"Property Tax Revenue","Property Taxes","Property Taxes","Race Horse Head Tax","411027"
"Property Tax Revenue","Property Taxes","Property Taxes","Real & Secured Personal-CY","411005"
"Property Tax Revenue","Property Taxes","Property Taxes","Residual Tax Sharing","411043"
"Property Tax Revenue","Property Taxes","Property Taxes","Sales Tax Triple Flip","411003"
"Property Tax Revenue","Property Taxes","Property Taxes","Secured PY - July Only","411007"
"Property Tax Revenue","Property Taxes","Property Taxes","State Secured Unitary","411038"
"Property Tax Revenue","Property Taxes","Property Taxes","Supplemental - HOE","411024"
"Property Tax Revenue","Property Taxes","Property Taxes","Tax Sharing Distribution","411042"
"Property Tax Revenue","Property Taxes","Property Taxes","Unsecured Personal-CY","411006"
"Property Tax Revenue","Property Taxes","Property Taxes","Unsecured PY- July Only","411008"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Federal Grant Revenue","419000"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Federal Grants-Capital","419003"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Federal Revenue-COOP","419001"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Federal Revenue - HUD Program Income","419017"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Federal Revenue-Other Non Grant","419002"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","LLEBG","419016"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Seized Assets - US DOJ","419012"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","Seized Assets - US Treasury","419013"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","State Revolving Fund-Federal","419005"
"Revenue from Federal Agencies","Revenue from Federal Agencies","Revenue from Federal Agencies","USAR Reimbursement-Urban Search & Rescue","419014"
"Revenue from Other Agencies","Motor Vehicle License Fees","Motor Vehicle License Fees","Motor Vehicle License Fees","420015"
"Revenue from Other Agencies","Motor Vehicle License Fees","Motor Vehicle License Fees","Motor Vehicle Licenses-Excess","420017"
"Revenue from Other Agencies","Motor Vehicle License Fees","Motor Vehicle License Fees","Off-Highway Motor Vehicle License Fees","420016"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","ARJIS Surcharges","420021"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Bank-In-Lieu Fee from State","420012"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Clean Beaches Initiative","420011"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Contrib - Imperial Beach","420036"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Contributions - Other Jurisdictions","420022"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Coronado Subvention","420026"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Court Crime Lab Revenue","422174"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","CPUC Energy Eff Prgm","420040"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Emergency Management","420042"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Energy Incentive Funding","420023"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Homeland Security Grants","420041"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Lifeguard - Boating/Waterways","419019"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","OCIP Reimbursement","420004"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Office Emerg Mgmt - Fire","420009"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Other Grants","420018"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Other Grants-Capital","420058"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Police-Trans Grant (Labor)","420049"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","POST Reimbursement","420055"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Profit From SDMSE","420003"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Reimb From Housing Commission","420046"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Reimb From Other Agencies","420024"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Reimb from SDCERS","420047"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Reimbursment from TCWF Grant","420043"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Relief From Booking Fees","420014"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","420001"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","SAC Grant","420033"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Services To City CDBG","420039"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Services To SDCERS","420031"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State CRV Reimbursem","420053"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Grants","420054"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Grants-Capital","420057"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Grants - LEA","420010"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Mandated Programs","420008"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Oil Grant Reimbursements","420056"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Revolving Fund","420020"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","State Revolving Fund-State","420005"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Storm Water Storm Dr","420051"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Tobacco Revenue","420013"
"Revenue from Other Agencies","Revenue from Other Agencies","Revenue from Other Agencies","Unbudgeted Cost Reimbursement","419018"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Dividends On Investments","418004"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest-Emtek Loan","423113"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest Income - Notes Receivable","418007"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest on Delinquent Accounts","418104"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest on Investments - Long Term","418002"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest on Investments - Short Term","418003"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest On Loans To Redevelopment Agenc","418006"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest On Mortgages","418005"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Interest on Pooled Investments","418001"
"Revenue from the Use of Money and Property","Interest and Dividends","Interest and Dividends","Other Interest & Dividends","418008"
"Revenue from the Use of Money and Property","Mission Bay","Mission Bay","Mission Bay Lease Penalties","418059"
"Revenue from the Use of Money and Property","Mission Bay","Mission Bay","Mission Bay Park Rents and Concessions","418108"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","6Th & K Parking Garage","418052"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","6Th & Market Parking Garage","418050"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","6Th & Market Retail Store","418051"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Antenna Lease Rents","418034"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Aviation Leasing","418044"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Balboa Park Concessions","418109"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Beach Bay Moor Permit","418063"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Belmont Park Rents and Concessions","418110"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Bus Bench Advertising","418097"
